date,y,m,d,dow,trading
1/1/2012,2012,1,1,Sun,0
1/2/2012,2012,1,2,Mon,1
1/3/2012,2012,1,3,Tue,1
1/4/2012,2012,1,4,Wed,1
1/5/2012,2012,1,5,Thu,1
1/6/2012,2012,1,6,Fri,1
1/7/2012,2012,1,7,Sat,0
1/8/2012,2012,1,8,Sun,0
1/9/2012,2012,1,9,Mon,1
1/10/2012,2012,1,10,Tue,1
1/11/2012,2012,1,11,Wed,1
1/12/2012,2012,1,12,Thu,1
1/13/2012,2012,1,13,Fri,1
1/14/2012,2012,1,14,Sat,0
1/15/2012,2012,1,15,Sun,0
1/16/2012,2012,1,16,Mon,0
1/17/2012,2012,1,17,Tue,1
1/18/2012,2012,1,18,Wed,1
1/19/2012,2012,1,19,Thu,1
1/20/2012,2012,1,20,Fri,1
1/21/2012,2012,1,21,Sat,0
1/22/2012,2012,1,22,Sun,0
1/23/2012,2012,1,23,Mon,1
1/24/2012,2012,1,24,Tue,1
1/25/2012,2012,1,25,Wed,1
1/26/2012,2012,1,26,Thu,1
1/27/2012,2012,1,27,Fri,1
1/28/2012,2012,1,28,Sat,0
1/29/2012,2012,1,29,Sun,0
1/30/2012,2012,1,30,Mon,1
1/31/2012,2012,1,31,Tue,1
2/1/2012,2012,2,1,Wed,1
2/2/2012,2012,2,2,Thu,1
2/3/2012,2012,2,3,Fri,1
2/4/2012,2012,2,4,Sat,0
2/5/2012,2012,2,5,Sun,0
2/6/2012,2012,2,6,Mon,1
2/7/2012,2012,2,7,Tue,1
2/8/2012,2012,2,8,Wed,1
2/9/2012,2012,2,9,Thu,1
2/10/2012,2012,2,10,Fri,1
2/11/2012,2012,2,11,Sat,0
2/12/2012,2012,2,12,Sun,0
2/13/2012,2012,2,13,Mon,1
2/14/2012,2012,2,14,Tue,1
2/15/2012,2012,2,15,Wed,1
2/16/2012,2012,2,16,Thu,1
2/17/2012,2012,2,17,Fri,1
2/18/2012,2012,2,18,Sat,0
2/19/2012,2012,2,19,Sun,0
2/20/2012,2012,2,20,Mon,0
2/21/2012,2012,2,21,Tue,1
2/22/2012,2012,2,22,Wed,1
2/23/2012,2012,2,23,Thu,1
2/24/2012,2012,2,24,Fri,1
2/25/2012,2012,2,25,Sat,0
2/26/2012,2012,2,26,Sun,0
2/27/2012,2012,2,27,Mon,1
2/28/2012,2012,2,28,Tue,1
2/29/2012,2012,2,29,Wed,1
3/1/2012,2012,3,1,Thu,1
3/2/2012,2012,3,2,Fri,1
3/3/2012,2012,3,3,Sat,0
3/4/2012,2012,3,4,Sun,0
3/5/2012,2012,3,5,Mon,1
3/6/2012,2012,3,6,Tue,1
3/7/2012,2012,3,7,Wed,1
3/8/2012,2012,3,8,Thu,1
3/9/2012,2012,3,9,Fri,1
3/10/2012,2012,3,10,Sat,0
3/11/2012,2012,3,11,Sun,0
3/12/2012,2012,3,12,Mon,1
3/13/2012,2012,3,13,Tue,1
3/14/2012,2012,3,14,Wed,1
3/15/2012,2012,3,15,Thu,1
3/16/2012,2012,3,16,Fri,1
3/17/2012,2012,3,17,Sat,0
3/18/2012,2012,3,18,Sun,0
3/19/2012,2012,3,19,Mon,1
3/20/2012,2012,3,20,Tue,1
3/21/2012,2012,3,21,Wed,1
3/22/2012,2012,3,22,Thu,1
3/23/2012,2012,3,23,Fri,1
3/24/2012,2012,3,24,Sat,0
3/25/2012,2012,3,25,Sun,0
3/26/2012,2012,3,26,Mon,1
3/27/2012,2012,3,27,Tue,1
3/28/2012,2012,3,28,Wed,1
3/29/2012,2012,3,29,Thu,1
3/30/2012,2012,3,30,Fri,1
3/31/2012,2012,3,31,Sat,0
4/1/2012,2012,4,1,Sun,0
4/2/2012,2012,4,2,Mon,1
4/3/2012,2012,4,3,Tue,1
4/4/2012,2012,4,4,Wed,1
4/5/2012,2012,4,5,Thu,1
4/6/2012,2012,4,6,Fri,0
4/7/2012,2012,4,7,Sat,0
4/8/2012,2012,4,8,Sun,0
4/9/2012,2012,4,9,Mon,1
4/10/2012,2012,4,10,Tue,1
4/11/2012,2012,4,11,Wed,1
4/12/2012,2012,4,12,Thu,1
4/13/2012,2012,4,13,Fri,1
4/14/2012,2012,4,14,Sat,0
4/15/2012,2012,4,15,Sun,0
4/16/2012,2012,4,16,Mon,1
4/17/2012,2012,4,17,Tue,1
4/18/2012,2012,4,18,Wed,1
4/19/2012,2012,4,19,Thu,1
4/20/2012,2012,4,20,Fri,1
4/21/2012,2012,4,21,Sat,0
4/22/2012,2012,4,22,Sun,0
4/23/2012,2012,4,23,Mon,1
4/24/2012,2012,4,24,Tue,1
4/25/2012,2012,4,25,Wed,1
4/26/2012,2012,4,26,Thu,1
4/27/2012,2012,4,27,Fri,1
4/28/2012,2012,4,28,Sat,0
4/29/2012,2012,4,29,Sun,0
4/30/2012,2012,4,30,Mon,1
5/1/2012,2012,5,1,Tue,1
5/2/2012,2012,5,2,Wed,1
5/3/2012,2012,5,3,Thu,1
5/4/2012,2012,5,4,Fri,1
5/5/2012,2012,5,5,Sat,0
5/6/2012,2012,5,6,Sun,0
5/7/2012,2012,5,7,Mon,1
5/8/2012,2012,5,8,Tue,1
5/9/2012,2012,5,9,Wed,1
5/10/2012,2012,5,10,Thu,1
5/11/2012,2012,5,11,Fri,1
5/12/2012,2012,5,12,Sat,0
5/13/2012,2012,5,13,Sun,0
5/14/2012,2012,5,14,Mon,1
5/15/2012,2012,5,15,Tue,1
5/16/2012,2012,5,16,Wed,1
5/17/2012,2012,5,17,Thu,1
5/18/2012,2012,5,18,Fri,1
5/19/2012,2012,5,19,Sat,0
5/20/2012,2012,5,20,Sun,0
5/21/2012,2012,5,21,Mon,1
5/22/2012,2012,5,22,Tue,1
5/23/2012,2012,5,23,Wed,1
5/24/2012,2012,5,24,Thu,1
5/25/2012,2012,5,25,Fri,1
5/26/2012,2012,5,26,Sat,0
5/27/2012,2012,5,27,Sun,0
5/28/2012,2012,5,28,Mon,0
5/29/2012,2012,5,29,Tue,1
5/30/2012,2012,5,30,Wed,1
5/31/2012,2012,5,31,Thu,1
6/1/2012,2012,6,1,Fri,1
6/2/2012,2012,6,2,Sat,0
6/3/2012,2012,6,3,Sun,0
6/4/2012,2012,6,4,Mon,1
6/5/2012,2012,6,5,Tue,1
6/6/2012,2012,6,6,Wed,1
6/7/2012,2012,6,7,Thu,1
6/8/2012,2012,6,8,Fri,1
6/9/2012,2012,6,9,Sat,0
6/10/2012,2012,6,10,Sun,0
6/11/2012,2012,6,11,Mon,1
6/12/2012,2012,6,12,Tue,1
6/13/2012,2012,6,13,Wed,1
6/14/2012,2012,6,14,Thu,1
6/15/2012,2012,6,15,Fri,1
6/16/2012,2012,6,16,Sat,0
6/17/2012,2012,6,17,Sun,0
6/18/2012,2012,6,18,Mon,1
6/19/2012,2012,6,19,Tue,1
6/20/2012,2012,6,20,Wed,1
6/21/2012,2012,6,21,Thu,1
6/22/2012,2012,6,22,Fri,1
6/23/2012,2012,6,23,Sat,0
6/24/2012,2012,6,24,Sun,0
6/25/2012,2012,6,25,Mon,1
6/26/2012,2012,6,26,Tue,1
6/27/2012,2012,6,27,Wed,1
6/28/2012,2012,6,28,Thu,1
6/29/2012,2012,6,29,Fri,1
6/30/2012,2012,6,30,Sat,0
7/1/2012,2012,7,1,Sun,0
7/2/2012,2012,7,2,Mon,1
7/3/2012,2012,7,3,Tue,1
7/4/2012,2012,7,4,Wed,0
7/5/2012,2012,7,5,Thu,1
7/6/2012,2012,7,6,Fri,1
7/7/2012,2012,7,7,Sat,0
7/8/2012,2012,7,8,Sun,0
7/9/2012,2012,7,9,Mon,1
7/10/2012,2012,7,10,Tue,1
7/11/2012,2012,7,11,Wed,1
7/12/2012,2012,7,12,Thu,1
7/13/2012,2012,7,13,Fri,1
7/14/2012,2012,7,14,Sat,0
7/15/2012,2012,7,15,Sun,0
7/16/2012,2012,7,16,Mon,1
7/17/2012,2012,7,17,Tue,1
7/18/2012,2012,7,18,Wed,1
7/19/2012,2012,7,19,Thu,1
7/20/2012,2012,7,20,Fri,1
7/21/2012,2012,7,21,Sat,0
7/22/2012,2012,7,22,Sun,0
7/23/2012,2012,7,23,Mon,1
7/24/2012,2012,7,24,Tue,1
7/25/2012,2012,7,25,Wed,1
7/26/2012,2012,7,26,Thu,1
7/27/2012,2012,7,27,Fri,1
7/28/2012,2012,7,28,Sat,0
7/29/2012,2012,7,29,Sun,0
7/30/2012,2012,7,30,Mon,1
7/31/2012,2012,7,31,Tue,1
8/1/2012,2012,8,1,Wed,1
8/2/2012,2012,8,2,Thu,1
8/3/2012,2012,8,3,Fri,1
8/4/2012,2012,8,4,Sat,0
8/5/2012,2012,8,5,Sun,0
8/6/2012,2012,8,6,Mon,1
8/7/2012,2012,8,7,Tue,1
8/8/2012,2012,8,8,Wed,1
8/9/2012,2012,8,9,Thu,1
8/10/2012,2012,8,10,Fri,1
8/11/2012,2012,8,11,Sat,0
8/12/2012,2012,8,12,Sun,0
8/13/2012,2012,8,13,Mon,1
8/14/2012,2012,8,14,Tue,1
8/15/2012,2012,8,15,Wed,1
8/16/2012,2012,8,16,Thu,1
8/17/2012,2012,8,17,Fri,1
8/18/2012,2012,8,18,Sat,0
8/19/2012,2012,8,19,Sun,0
8/20/2012,2012,8,20,Mon,1
8/21/2012,2012,8,21,Tue,1
8/22/2012,2012,8,22,Wed,1
8/23/2012,2012,8,23,Thu,1
8/24/2012,2012,8,24,Fri,1
8/25/2012,2012,8,25,Sat,0
8/26/2012,2012,8,26,Sun,0
8/27/2012,2012,8,27,Mon,1
8/28/2012,2012,8,28,Tue,1
8/29/2012,2012,8,29,Wed,1
8/30/2012,2012,8,30,Thu,1
8/31/2012,2012,8,31,Fri,1
9/1/2012,2012,9,1,Sat,0
9/2/2012,2012,9,2,Sun,0
9/3/2012,2012,9,3,Mon,0
9/4/2012,2012,9,4,Tue,1
9/5/2012,2012,9,5,Wed,1
9/6/2012,2012,9,6,Thu,1
9/7/2012,2012,9,7,Fri,1
9/8/2012,2012,9,8,Sat,0
9/9/2012,2012,9,9,Sun,0
9/10/2012,2012,9,10,Mon,1
9/11/2012,2012,9,11,Tue,1
9/12/2012,2012,9,12,Wed,1
9/13/2012,2012,9,13,Thu,1
9/14/2012,2012,9,14,Fri,1
9/15/2012,2012,9,15,Sat,0
9/16/2012,2012,9,16,Sun,0
9/17/2012,2012,9,17,Mon,1
9/18/2012,2012,9,18,Tue,1
9/19/2012,2012,9,19,Wed,1
9/20/2012,2012,9,20,Thu,1
9/21/2012,2012,9,21,Fri,1
9/22/2012,2012,9,22,Sat,0
9/23/2012,2012,9,23,Sun,0
9/24/2012,2012,9,24,Mon,1
9/25/2012,2012,9,25,Tue,1
9/26/2012,2012,9,26,Wed,1
9/27/2012,2012,9,27,Thu,1
9/28/2012,2012,9,28,Fri,1
9/29/2012,2012,9,29,Sat,0
9/30/2012,2012,9,30,Sun,0
10/1/2012,2012,10,1,Mon,1
10/2/2012,2012,10,2,Tue,1
10/3/2012,2012,10,3,Wed,1
10/4/2012,2012,10,4,Thu,1
10/5/2012,2012,10,5,Fri,1
10/6/2012,2012,10,6,Sat,0
10/7/2012,2012,10,7,Sun,0
10/8/2012,2012,10,8,Mon,1
10/9/2012,2012,10,9,Tue,1
10/10/2012,2012,10,10,Wed,1
10/11/2012,2012,10,11,Thu,1
10/12/2012,2012,10,12,Fri,1
10/13/2012,2012,10,13,Sat,0
10/14/2012,2012,10,14,Sun,0
10/15/2012,2012,10,15,Mon,1
10/16/2012,2012,10,16,Tue,1
10/17/2012,2012,10,17,Wed,1
10/18/2012,2012,10,18,Thu,1
10/19/2012,2012,10,19,Fri,1
10/20/2012,2012,10,20,Sat,0
10/21/2012,2012,10,21,Sun,0
10/22/2012,2012,10,22,Mon,1
10/23/2012,2012,10,23,Tue,1
10/24/2012,2012,10,24,Wed,1
10/25/2012,2012,10,25,Thu,1
10/26/2012,2012,10,26,Fri,1
10/27/2012,2012,10,27,Sat,0
10/28/2012,2012,10,28,Sun,0
10/29/2012,2012,10,29,Mon,1
10/30/2012,2012,10,30,Tue,1
10/31/2012,2012,10,31,Wed,1
11/1/2012,2012,11,1,Thu,1
11/2/2012,2012,11,2,Fri,1
11/3/2012,2012,11,3,Sat,0
11/4/2012,2012,11,4,Sun,0
11/5/2012,2012,11,5,Mon,1
11/6/2012,2012,11,6,Tue,1
11/7/2012,2012,11,7,Wed,1
11/8/2012,2012,11,8,Thu,1
11/9/2012,2012,11,9,Fri,1
11/10/2012,2012,11,10,Sat,0
11/11/2012,2012,11,11,Sun,0
11/12/2012,2012,11,12,Mon,1
11/13/2012,2012,11,13,Tue,1
11/14/2012,2012,11,14,Wed,1
11/15/2012,2012,11,15,Thu,1
11/16/2012,2012,11,16,Fri,1
11/17/2012,2012,11,17,Sat,0
11/18/2012,2012,11,18,Sun,0
11/19/2012,2012,11,19,Mon,1
11/20/2012,2012,11,20,Tue,1
11/21/2012,2012,11,21,Wed,1
11/22/2012,2012,11,22,Thu,0
11/23/2012,2012,11,23,Fri,1
11/24/2012,2012,11,24,Sat,0
11/25/2012,2012,11,25,Sun,0
11/26/2012,2012,11,26,Mon,1
11/27/2012,2012,11,27,Tue,1
11/28/2012,2012,11,28,Wed,1
11/29/2012,2012,11,29,Thu,1
11/30/2012,2012,11,30,Fri,1
12/1/2012,2012,12,1,Sat,0
12/2/2012,2012,12,2,Sun,0
12/3/2012,2012,12,3,Mon,1
12/4/2012,2012,12,4,Tue,1
12/5/2012,2012,12,5,Wed,1
12/6/2012,2012,12,6,Thu,1
12/7/2012,2012,12,7,Fri,1
12/8/2012,2012,12,8,Sat,0
12/9/2012,2012,12,9,Sun,0
12/10/2012,2012,12,10,Mon,1
12/11/2012,2012,12,11,Tue,1
12/12/2012,2012,12,12,Wed,1
12/13/2012,2012,12,13,Thu,1
12/14/2012,2012,12,14,Fri,1
12/15/2012,2012,12,15,Sat,0
12/16/2012,2012,12,16,Sun,0
12/17/2012,2012,12,17,Mon,1
12/18/2012,2012,12,18,Tue,1
12/19/2012,2012,12,19,Wed,1
12/20/2012,2012,12,20,Thu,1
12/21/2012,2012,12,21,Fri,1
12/22/2012,2012,12,22,Sat,0
12/23/2012,2012,12,23,Sun,0
12/24/2012,2012,12,24,Mon,1
12/25/2012,2012,12,25,Tue,0
12/26/2012,2012,12,26,Wed,1
12/27/2012,2012,12,27,Thu,1
12/28/2012,2012,12,28,Fri,1
12/29/2012,2012,12,29,Sat,0
12/30/2012,2012,12,30,Sun,0
12/31/2012,2012,12,31,Mon,1
1/1/2013,2013,1,1,Tue,0
1/2/2013,2013,1,2,Wed,1
1/3/2013,2013,1,3,Thu,1
1/4/2013,2013,1,4,Fri,1
1/5/2013,2013,1,5,Sat,0
1/6/2013,2013,1,6,Sun,0
1/7/2013,2013,1,7,Mon,1
1/8/2013,2013,1,8,Tue,1
1/9/2013,2013,1,9,Wed,1
1/10/2013,2013,1,10,Thu,1
1/11/2013,2013,1,11,Fri,1
1/12/2013,2013,1,12,Sat,0
1/13/2013,2013,1,13,Sun,0
1/14/2013,2013,1,14,Mon,1
1/15/2013,2013,1,15,Tue,1
1/16/2013,2013,1,16,Wed,1
1/17/2013,2013,1,17,Thu,1
1/18/2013,2013,1,18,Fri,1
1/19/2013,2013,1,19,Sat,0
1/20/2013,2013,1,20,Sun,0
1/21/2013,2013,1,21,Mon,0
1/22/2013,2013,1,22,Tue,1
1/23/2013,2013,1,23,Wed,1
1/24/2013,2013,1,24,Thu,1
1/25/2013,2013,1,25,Fri,1
1/26/2013,2013,1,26,Sat,0
1/27/2013,2013,1,27,Sun,0
1/28/2013,2013,1,28,Mon,1
1/29/2013,2013,1,29,Tue,1
1/30/2013,2013,1,30,Wed,1
1/31/2013,2013,1,31,Thu,1
2/1/2013,2013,2,1,Fri,1
2/2/2013,2013,2,2,Sat,0
2/3/2013,2013,2,3,Sun,0
2/4/2013,2013,2,4,Mon,1
2/5/2013,2013,2,5,Tue,1
2/6/2013,2013,2,6,Wed,1
2/7/2013,2013,2,7,Thu,1
2/8/2013,2013,2,8,Fri,1
2/9/2013,2013,2,9,Sat,0
2/10/2013,2013,2,10,Sun,0
2/11/2013,2013,2,11,Mon,1
2/12/2013,2013,2,12,Tue,1
2/13/2013,2013,2,13,Wed,1
2/14/2013,2013,2,14,Thu,1
2/15/2013,2013,2,15,Fri,1
2/16/2013,2013,2,16,Sat,0
2/17/2013,2013,2,17,Sun,0
2/18/2013,2013,2,18,Mon,0
2/19/2013,2013,2,19,Tue,1
2/20/2013,2013,2,20,Wed,1
2/21/2013,2013,2,21,Thu,1
2/22/2013,2013,2,22,Fri,1
2/23/2013,2013,2,23,Sat,0
2/24/2013,2013,2,24,Sun,0
2/25/2013,2013,2,25,Mon,1
2/26/2013,2013,2,26,Tue,1
2/27/2013,2013,2,27,Wed,1
2/28/2013,2013,2,28,Thu,1
3/1/2013,2013,3,1,Fri,1
3/2/2013,2013,3,2,Sat,0
3/3/2013,2013,3,3,Sun,0
3/4/2013,2013,3,4,Mon,1
3/5/2013,2013,3,5,Tue,1
3/6/2013,2013,3,6,Wed,1
3/7/2013,2013,3,7,Thu,1
3/8/2013,2013,3,8,Fri,1
3/9/2013,2013,3,9,Sat,0
3/10/2013,2013,3,10,Sun,0
3/11/2013,2013,3,11,Mon,1
3/12/2013,2013,3,12,Tue,1
3/13/2013,2013,3,13,Wed,1
3/14/2013,2013,3,14,Thu,1
3/15/2013,2013,3,15,Fri,1
3/16/2013,2013,3,16,Sat,0
3/17/2013,2013,3,17,Sun,0
3/18/2013,2013,3,18,Mon,1
3/19/2013,2013,3,19,Tue,1
3/20/2013,2013,3,20,Wed,1
3/21/2013,2013,3,21,Thu,1
3/22/2013,2013,3,22,Fri,1
3/23/2013,2013,3,23,Sat,0
3/24/2013,2013,3,24,Sun,0
3/25/2013,2013,3,25,Mon,1
3/26/2013,2013,3,26,Tue,1
3/27/2013,2013,3,27,Wed,1
3/28/2013,2013,3,28,Thu,1
3/29/2013,2013,3,29,Fri,0
3/30/2013,2013,3,30,Sat,0
3/31/2013,2013,3,31,Sun,0
4/1/2013,2013,4,1,Mon,1
4/2/2013,2013,4,2,Tue,1
4/3/2013,2013,4,3,Wed,1
4/4/2013,2013,4,4,Thu,1
4/5/2013,2013,4,5,Fri,1
4/6/2013,2013,4,6,Sat,0
4/7/2013,2013,4,7,Sun,0
4/8/2013,2013,4,8,Mon,1
4/9/2013,2013,4,9,Tue,1
4/10/2013,2013,4,10,Wed,1
4/11/2013,2013,4,11,Thu,1
4/12/2013,2013,4,12,Fri,1
4/13/2013,2013,4,13,Sat,0
4/14/2013,2013,4,14,Sun,0
4/15/2013,2013,4,15,Mon,1
4/16/2013,2013,4,16,Tue,1
4/17/2013,2013,4,17,Wed,1
4/18/2013,2013,4,18,Thu,1
4/19/2013,2013,4,19,Fri,1
4/20/2013,2013,4,20,Sat,0
4/21/2013,2013,4,21,Sun,0
4/22/2013,2013,4,22,Mon,1
4/23/2013,2013,4,23,Tue,1
4/24/2013,2013,4,24,Wed,1
4/25/2013,2013,4,25,Thu,1
4/26/2013,2013,4,26,Fri,1
4/27/2013,2013,4,27,Sat,0
4/28/2013,2013,4,28,Sun,0
4/29/2013,2013,4,29,Mon,1
4/30/2013,2013,4,30,Tue,1
5/1/2013,2013,5,1,Wed,1
5/2/2013,2013,5,2,Thu,1
5/3/2013,2013,5,3,Fri,1
5/4/2013,2013,5,4,Sat,0
5/5/2013,2013,5,5,Sun,0
5/6/2013,2013,5,6,Mon,1
5/7/2013,2013,5,7,Tue,1
5/8/2013,2013,5,8,Wed,1
5/9/2013,2013,5,9,Thu,1
5/10/2013,2013,5,10,Fri,1
5/11/2013,2013,5,11,Sat,0
5/12/2013,2013,5,12,Sun,0
5/13/2013,2013,5,13,Mon,1
5/14/2013,2013,5,14,Tue,1
5/15/2013,2013,5,15,Wed,1
5/16/2013,2013,5,16,Thu,1
5/17/2013,2013,5,17,Fri,1
5/18/2013,2013,5,18,Sat,0
5/19/2013,2013,5,19,Sun,0
5/20/2013,2013,5,20,Mon,1
5/21/2013,2013,5,21,Tue,1
5/22/2013,2013,5,22,Wed,1
5/23/2013,2013,5,23,Thu,1
5/24/2013,2013,5,24,Fri,1
5/25/2013,2013,5,25,Sat,0
5/26/2013,2013,5,26,Sun,0
5/27/2013,2013,5,27,Mon,0
5/28/2013,2013,5,28,Tue,1
5/29/2013,2013,5,29,Wed,1
5/30/2013,2013,5,30,Thu,1
5/31/2013,2013,5,31,Fri,1
6/1/2013,2013,6,1,Sat,0
6/2/2013,2013,6,2,Sun,0
6/3/2013,2013,6,3,Mon,1
6/4/2013,2013,6,4,Tue,1
6/5/2013,2013,6,5,Wed,1
6/6/2013,2013,6,6,Thu,1
6/7/2013,2013,6,7,Fri,1
6/8/2013,2013,6,8,Sat,0
6/9/2013,2013,6,9,Sun,0
6/10/2013,2013,6,10,Mon,1
6/11/2013,2013,6,11,Tue,1
6/12/2013,2013,6,12,Wed,1
6/13/2013,2013,6,13,Thu,1
6/14/2013,2013,6,14,Fri,1
6/15/2013,2013,6,15,Sat,0
6/16/2013,2013,6,16,Sun,0
6/17/2013,2013,6,17,Mon,1
6/18/2013,2013,6,18,Tue,1
6/19/2013,2013,6,19,Wed,1
6/20/2013,2013,6,20,Thu,1
6/21/2013,2013,6,21,Fri,1
6/22/2013,2013,6,22,Sat,0
6/23/2013,2013,6,23,Sun,0
6/24/2013,2013,6,24,Mon,1
6/25/2013,2013,6,25,Tue,1
6/26/2013,2013,6,26,Wed,1
6/27/2013,2013,6,27,Thu,1
6/28/2013,2013,6,28,Fri,1
6/29/2013,2013,6,29,Sat,0
6/30/2013,2013,6,30,Sun,0
7/1/2013,2013,7,1,Mon,1
7/2/2013,2013,7,2,Tue,1
7/3/2013,2013,7,3,Wed,1
7/4/2013,2013,7,4,Thu,0
7/5/2013,2013,7,5,Fri,1
7/6/2013,2013,7,6,Sat,0
7/7/2013,2013,7,7,Sun,0
7/8/2013,2013,7,8,Mon,1
7/9/2013,2013,7,9,Tue,1
7/10/2013,2013,7,10,Wed,1
7/11/2013,2013,7,11,Thu,1
7/12/2013,2013,7,12,Fri,1
7/13/2013,2013,7,13,Sat,0
7/14/2013,2013,7,14,Sun,0
7/15/2013,2013,7,15,Mon,1
7/16/2013,2013,7,16,Tue,1
7/17/2013,2013,7,17,Wed,1
7/18/2013,2013,7,18,Thu,1
7/19/2013,2013,7,19,Fri,1
7/20/2013,2013,7,20,Sat,0
7/21/2013,2013,7,21,Sun,0
7/22/2013,2013,7,22,Mon,1
7/23/2013,2013,7,23,Tue,1
7/24/2013,2013,7,24,Wed,1
7/25/2013,2013,7,25,Thu,1
