date,y,m,d,dow,trading
7/26/2013,2013,7,26,Fri,1
7/27/2013,2013,7,27,Sat,0
7/28/2013,2013,7,28,Sun,0
7/29/2013,2013,7,29,Mon,1
7/30/2013,2013,7,30,Tue,1
7/31/2013,2013,7,31,Wed,1
8/1/2013,2013,8,1,Thu,1
8/2/2013,2013,8,2,Fri,1
8/3/2013,2013,8,3,Sat,0
8/4/2013,2013,8,4,Sun,0
8/5/2013,2013,8,5,Mon,1
8/6/2013,2013,8,6,Tue,1
8/7/2013,2013,8,7,Wed,1
8/8/2013,2013,8,8,Thu,1
8/9/2013,2013,8,9,Fri,1
8/10/2013,2013,8,10,Sat,0
8/11/2013,2013,8,11,Sun,0
8/12/2013,2013,8,12,Mon,1
8/13/2013,2013,8,13,Tue,1
8/14/2013,2013,8,14,Wed,1
8/15/2013,2013,8,15,Thu,1
8/16/2013,2013,8,16,Fri,1
8/17/2013,2013,8,17,Sat,0
8/18/2013,2013,8,18,Sun,0
8/19/2013,2013,8,19,Mon,1
8/20/2013,2013,8,20,Tue,1
8/21/2013,2013,8,21,Wed,1
8/22/2013,2013,8,22,Thu,1
8/23/2013,2013,8,23,Fri,1
8/24/2013,2013,8,24,Sat,0
8/25/2013,2013,8,25,Sun,0
8/26/2013,2013,8,26,Mon,1
8/27/2013,2013,8,27,Tue,1
8/28/2013,2013,8,28,Wed,1
8/29/2013,2013,8,29,Thu,1
8/30/2013,2013,8,30,Fri,1
8/31/2013,2013,8,31,Sat,0
9/1/2013,2013,9,1,Sun,0
9/2/2013,2013,9,2,Mon,0
9/3/2013,2013,9,3,Tue,1
9/4/2013,2013,9,4,Wed,1
9/5/2013,2013,9,5,Thu,1
9/6/2013,2013,9,6,Fri,1
9/7/2013,2013,9,7,Sat,0
9/8/2013,2013,9,8,Sun,0
9/9/2013,2013,9,9,Mon,1
9/10/2013,2013,9,10,Tue,1
9/11/2013,2013,9,11,Wed,1
9/12/2013,2013,9,12,Thu,1
9/13/2013,2013,9,13,Fri,1
9/14/2013,2013,9,14,Sat,0
9/15/2013,2013,9,15,Sun,0
9/16/2013,2013,9,16,Mon,1
9/17/2013,2013,9,17,Tue,1
9/18/2013,2013,9,18,Wed,1
9/19/2013,2013,9,19,Thu,1
9/20/2013,2013,9,20,Fri,1
9/21/2013,2013,9,21,Sat,0
9/22/2013,2013,9,22,Sun,0
9/23/2013,2013,9,23,Mon,1
9/24/2013,2013,9,24,Tue,1
9/25/2013,2013,9,25,Wed,1
9/26/2013,2013,9,26,Thu,1
9/27/2013,2013,9,27,Fri,1
9/28/2013,2013,9,28,Sat,0
9/29/2013,2013,9,29,Sun,0
9/30/2013,2013,9,30,Mon,1
10/1/2013,2013,10,1,Tue,1
10/2/2013,2013,10,2,Wed,1
10/3/2013,2013,10,3,Thu,1
10/4/2013,2013,10,4,Fri,1
10/5/2013,2013,10,5,Sat,0
10/6/2013,2013,10,6,Sun,0
10/7/2013,2013,10,7,Mon,1
10/8/2013,2013,10,8,Tue,1
10/9/2013,2013,10,9,Wed,1
10/10/2013,2013,10,10,Thu,1
10/11/2013,2013,10,11,Fri,1
10/12/2013,2013,10,12,Sat,0
10/13/2013,2013,10,13,Sun,0
10/14/2013,2013,10,14,Mon,1
10/15/2013,2013,10,15,Tue,1
10/16/2013,2013,10,16,Wed,1
10/17/2013,2013,10,17,Thu,1
10/18/2013,2013,10,18,Fri,1
10/19/2013,2013,10,19,Sat,0
10/20/2013,2013,10,20,Sun,0
10/21/2013,2013,10,21,Mon,1
10/22/2013,2013,10,22,Tue,1
10/23/2013,2013,10,23,Wed,1
10/24/2013,2013,10,24,Thu,1
10/25/2013,2013,10,25,Fri,1
10/26/2013,2013,10,26,Sat,0
10/27/2013,2013,10,27,Sun,0
10/28/2013,2013,10,28,Mon,1
10/29/2013,2013,10,29,Tue,1
10/30/2013,2013,10,30,Wed,1
10/31/2013,2013,10,31,Thu,1
11/1/2013,2013,11,1,Fri,1
11/2/2013,2013,11,2,Sat,0
11/3/2013,2013,11,3,Sun,0
11/4/2013,2013,11,4,Mon,1
11/5/2013,2013,11,5,Tue,1
11/6/2013,2013,11,6,Wed,1
11/7/2013,2013,11,7,Thu,1
11/8/2013,2013,11,8,Fri,1
11/9/2013,2013,11,9,Sat,0
11/10/2013,2013,11,10,Sun,0
11/11/2013,2013,11,11,Mon,1
11/12/2013,2013,11,12,Tue,1
11/13/2013,2013,11,13,Wed,1
11/14/2013,2013,11,14,Thu,1
11/15/2013,2013,11,15,Fri,1
11/16/2013,2013,11,16,Sat,0
11/17/2013,2013,11,17,Sun,0
11/18/2013,2013,11,18,Mon,1
11/19/2013,2013,11,19,Tue,1
11/20/2013,2013,11,20,Wed,1
11/21/2013,2013,11,21,Thu,1
11/22/2013,2013,11,22,Fri,1
11/23/2013,2013,11,23,Sat,0
11/24/2013,2013,11,24,Sun,0
11/25/2013,2013,11,25,Mon,1
11/26/2013,2013,11,26,Tue,1
11/27/2013,2013,11,27,Wed,1
11/28/2013,2013,11,28,Thu,0
11/29/2013,2013,11,29,Fri,1
11/30/2013,2013,11,30,Sat,0
12/1/2013,2013,12,1,Sun,0
12/2/2013,2013,12,2,Mon,1
12/3/2013,2013,12,3,Tue,1
12/4/2013,2013,12,4,Wed,1
12/5/2013,2013,12,5,Thu,1
12/6/2013,2013,12,6,Fri,1
12/7/2013,2013,12,7,Sat,0
12/8/2013,2013,12,8,Sun,0
12/9/2013,2013,12,9,Mon,1
12/10/2013,2013,12,10,Tue,1
12/11/2013,2013,12,11,Wed,1
12/12/2013,2013,12,12,Thu,1
12/13/2013,2013,12,13,Fri,1
12/14/2013,2013,12,14,Sat,0
12/15/2013,2013,12,15,Sun,0
12/16/2013,2013,12,16,Mon,1
12/17/2013,2013,12,17,Tue,1
12/18/2013,2013,12,18,Wed,1
12/19/2013,2013,12,19,Thu,1
12/20/2013,2013,12,20,Fri,1
12/21/2013,2013,12,21,Sat,0
12/22/2013,2013,12,22,Sun,0
12/23/2013,2013,12,23,Mon,1
12/24/2013,2013,12,24,Tue,1
12/25/2013,2013,12,25,Wed,0
12/26/2013,2013,12,26,Thu,1
12/27/2013,2013,12,27,Fri,1
12/28/2013,2013,12,28,Sat,0
12/29/2013,2013,12,29,Sun,0
12/30/2013,2013,12,30,Mon,1
12/31/2013,2013,12,31,Tue,1
1/1/2014,2014,1,1,Wed,0
1/2/2014,2014,1,2,Thu,1
1/3/2014,2014,1,3,Fri,1
1/4/2014,2014,1,4,Sat,0
1/5/2014,2014,1,5,Sun,0
1/6/2014,2014,1,6,Mon,1
1/7/2014,2014,1,7,Tue,1
1/8/2014,2014,1,8,Wed,1
1/9/2014,2014,1,9,Thu,1
1/10/2014,2014,1,10,Fri,1
1/11/2014,2014,1,11,Sat,0
1/12/2014,2014,1,12,Sun,0
1/13/2014,2014,1,13,Mon,1
1/14/2014,2014,1,14,Tue,1
1/15/2014,2014,1,15,Wed,1
1/16/2014,2014,1,16,Thu,1
1/17/2014,2014,1,17,Fri,1
1/18/2014,2014,1,18,Sat,0
1/19/2014,2014,1,19,Sun,0
1/20/2014,2014,1,20,Mon,0
1/21/2014,2014,1,21,Tue,1
1/22/2014,2014,1,22,Wed,1
1/23/2014,2014,1,23,Thu,1
1/24/2014,2014,1,24,Fri,1
1/25/2014,2014,1,25,Sat,0
1/26/2014,2014,1,26,Sun,0
1/27/2014,2014,1,27,Mon,1
1/28/2014,2014,1,28,Tue,1
1/29/2014,2014,1,29,Wed,1
1/30/2014,2014,1,30,Thu,1
1/31/2014,2014,1,31,Fri,1
2/1/2014,2014,2,1,Sat,0
2/2/2014,2014,2,2,Sun,0
2/3/2014,2014,2,3,Mon,1
2/4/2014,2014,2,4,Tue,1
2/5/2014,2014,2,5,Wed,1
2/6/2014,2014,2,6,Thu,1
2/7/2014,2014,2,7,Fri,1
2/8/2014,2014,2,8,Sat,0
2/9/2014,2014,2,9,Sun,0
2/10/2014,2014,2,10,Mon,1
2/11/2014,2014,2,11,Tue,1
2/12/2014,2014,2,12,Wed,1
2/13/2014,2014,2,13,Thu,1
2/14/2014,2014,2,14,Fri,1
2/15/2014,2014,2,15,Sat,0
2/16/2014,2014,2,16,Sun,0
2/17/2014,2014,2,17,Mon,0
2/18/2014,2014,2,18,Tue,1
2/19/2014,2014,2,19,Wed,1
2/20/2014,2014,2,20,Thu,1
2/21/2014,2014,2,21,Fri,1
2/22/2014,2014,2,22,Sat,0
2/23/2014,2014,2,23,Sun,0
2/24/2014,2014,2,24,Mon,1
2/25/2014,2014,2,25,Tue,1
2/26/2014,2014,2,26,Wed,1
2/27/2014,2014,2,27,Thu,1
2/28/2014,2014,2,28,Fri,1
3/1/2014,2014,3,1,Sat,0
3/2/2014,2014,3,2,Sun,0
3/3/2014,2014,3,3,Mon,1
3/4/2014,2014,3,4,Tue,1
3/5/2014,2014,3,5,Wed,1
3/6/2014,2014,3,6,Thu,1
3/7/2014,2014,3,7,Fri,1
3/8/2014,2014,3,8,Sat,0
3/9/2014,2014,3,9,Sun,0
3/10/2014,2014,3,10,Mon,1
3/11/2014,2014,3,11,Tue,1
3/12/2014,2014,3,12,Wed,1
3/13/2014,2014,3,13,Thu,1
3/14/2014,2014,3,14,Fri,1
3/15/2014,2014,3,15,Sat,0
3/16/2014,2014,3,16,Sun,0
3/17/2014,2014,3,17,Mon,1
3/18/2014,2014,3,18,Tue,1
3/19/2014,2014,3,19,Wed,1
3/20/2014,2014,3,20,Thu,1
3/21/2014,2014,3,21,Fri,1
3/22/2014,2014,3,22,Sat,0
3/23/2014,2014,3,23,Sun,0
3/24/2014,2014,3,24,Mon,1
3/25/2014,2014,3,25,Tue,1
3/26/2014,2014,3,26,Wed,1
3/27/2014,2014,3,27,Thu,1
3/28/2014,2014,3,28,Fri,1
3/29/2014,2014,3,29,Sat,0
3/30/2014,2014,3,30,Sun,0
3/31/2014,2014,3,31,Mon,1
4/1/2014,2014,4,1,Tue,1
4/2/2014,2014,4,2,Wed,1
4/3/2014,2014,4,3,Thu,1
4/4/2014,2014,4,4,Fri,1
4/5/2014,2014,4,5,Sat,0
4/6/2014,2014,4,6,Sun,0
4/7/2014,2014,4,7,Mon,1
4/8/2014,2014,4,8,Tue,1
4/9/2014,2014,4,9,Wed,1
4/10/2014,2014,4,10,Thu,1
4/11/2014,2014,4,11,Fri,1
4/12/2014,2014,4,12,Sat,0
4/13/2014,2014,4,13,Sun,0
4/14/2014,2014,4,14,Mon,1
4/15/2014,2014,4,15,Tue,1
4/16/2014,2014,4,16,Wed,1
4/17/2014,2014,4,17,Thu,1
4/18/2014,2014,4,18,Fri,0
4/19/2014,2014,4,19,Sat,0
4/20/2014,2014,4,20,Sun,0
4/21/2014,2014,4,21,Mon,1
4/22/2014,2014,4,22,Tue,1
4/23/2014,2014,4,23,Wed,1
4/24/2014,2014,4,24,Thu,1
4/25/2014,2014,4,25,Fri,1
4/26/2014,2014,4,26,Sat,0
4/27/2014,2014,4,27,Sun,0
4/28/2014,2014,4,28,Mon,1
4/29/2014,2014,4,29,Tue,1
4/30/2014,2014,4,30,Wed,1
5/1/2014,2014,5,1,Thu,1
5/2/2014,2014,5,2,Fri,1
5/3/2014,2014,5,3,Sat,0
5/4/2014,2014,5,4,Sun,0
5/5/2014,2014,5,5,Mon,1
5/6/2014,2014,5,6,Tue,1
5/7/2014,2014,5,7,Wed,1
5/8/2014,2014,5,8,Thu,1
5/9/2014,2014,5,9,Fri,1
5/10/2014,2014,5,10,Sat,0
5/11/2014,2014,5,11,Sun,0
5/12/2014,2014,5,12,Mon,1
5/13/2014,2014,5,13,Tue,1
5/14/2014,2014,5,14,Wed,1
5/15/2014,2014,5,15,Thu,1
5/16/2014,2014,5,16,Fri,1
5/17/2014,2014,5,17,Sat,0
5/18/2014,2014,5,18,Sun,0
5/19/2014,2014,5,19,Mon,1
5/20/2014,2014,5,20,Tue,1
5/21/2014,2014,5,21,Wed,1
5/22/2014,2014,5,22,Thu,1
5/23/2014,2014,5,23,Fri,1
5/24/2014,2014,5,24,Sat,0
5/25/2014,2014,5,25,Sun,0
5/26/2014,2014,5,26,Mon,0
5/27/2014,2014,5,27,Tue,1
5/28/2014,2014,5,28,Wed,1
5/29/2014,2014,5,29,Thu,1
5/30/2014,2014,5,30,Fri,1
5/31/2014,2014,5,31,Sat,0
6/1/2014,2014,6,1,Sun,0
6/2/2014,2014,6,2,Mon,1
6/3/2014,2014,6,3,Tue,1
6/4/2014,2014,6,4,Wed,1
6/5/2014,2014,6,5,Thu,1
6/6/2014,2014,6,6,Fri,1
6/7/2014,2014,6,7,Sat,0
6/8/2014,2014,6,8,Sun,0
6/9/2014,2014,6,9,Mon,1
6/10/2014,2014,6,10,Tue,1
6/11/2014,2014,6,11,Wed,1
6/12/2014,2014,6,12,Thu,1
6/13/2014,2014,6,13,Fri,1
6/14/2014,2014,6,14,Sat,0
6/15/2014,2014,6,15,Sun,0
6/16/2014,2014,6,16,Mon,1
6/17/2014,2014,6,17,Tue,1
6/18/2014,2014,6,18,Wed,1
6/19/2014,2014,6,19,Thu,1
6/20/2014,2014,6,20,Fri,1
6/21/2014,2014,6,21,Sat,0
6/22/2014,2014,6,22,Sun,0
6/23/2014,2014,6,23,Mon,1
6/24/2014,2014,6,24,Tue,1
6/25/2014,2014,6,25,Wed,1
6/26/2014,2014,6,26,Thu,1
6/27/2014,2014,6,27,Fri,1
6/28/2014,2014,6,28,Sat,0
6/29/2014,2014,6,29,Sun,0
6/30/2014,2014,6,30,Mon,1
7/1/2014,2014,7,1,Tue,1
7/2/2014,2014,7,2,Wed,1
7/3/2014,2014,7,3,Thu,1
7/4/2014,2014,7,4,Fri,0
7/5/2014,2014,7,5,Sat,0
7/6/2014,2014,7,6,Sun,0
7/7/2014,2014,7,7,Mon,1
7/8/2014,2014,7,8,Tue,1
7/9/2014,2014,7,9,Wed,1
7/10/2014,2014,7,10,Thu,1
7/11/2014,2014,7,11,Fri,1
7/12/2014,2014,7,12,Sat,0
7/13/2014,2014,7,13,Sun,0
7/14/2014,2014,7,14,Mon,1
7/15/2014,2014,7,15,Tue,1
7/16/2014,2014,7,16,Wed,1
7/17/2014,2014,7,17,Thu,1
7/18/2014,2014,7,18,Fri,1
7/19/2014,2014,7,19,Sat,0
7/20/2014,2014,7,20,Sun,0
7/21/2014,2014,7,21,Mon,1
7/22/2014,2014,7,22,Tue,1
7/23/2014,2014,7,23,Wed,1
7/24/2014,2014,7,24,Thu,1
7/25/2014,2014,7,25,Fri,1
7/26/2014,2014,7,26,Sat,0
7/27/2014,2014,7,27,Sun,0
7/28/2014,2014,7,28,Mon,1
7/29/2014,2014,7,29,Tue,1
7/30/2014,2014,7,30,Wed,1
7/31/2014,2014,7,31,Thu,1
8/1/2014,2014,8,1,Fri,1
8/2/2014,2014,8,2,Sat,0
8/3/2014,2014,8,3,Sun,0
8/4/2014,2014,8,4,Mon,1
8/5/2014,2014,8,5,Tue,1
8/6/2014,2014,8,6,Wed,1
8/7/2014,2014,8,7,Thu,1
8/8/2014,2014,8,8,Fri,1
8/9/2014,2014,8,9,Sat,0
8/10/2014,2014,8,10,Sun,0
8/11/2014,2014,8,11,Mon,1
8/12/2014,2014,8,12,Tue,1
8/13/2014,2014,8,13,Wed,1
8/14/2014,2014,8,14,Thu,1
8/15/2014,2014,8,15,Fri,1
8/16/2014,2014,8,16,Sat,0
8/17/2014,2014,8,17,Sun,0
8/18/2014,2014,8,18,Mon,1
8/19/2014,2014,8,19,Tue,1
8/20/2014,2014,8,20,Wed,1
8/21/2014,2014,8,21,Thu,1
8/22/2014,2014,8,22,Fri,1
8/23/2014,2014,8,23,Sat,0
8/24/2014,2014,8,24,Sun,0
8/25/2014,2014,8,25,Mon,1
8/26/2014,2014,8,26,Tue,1
8/27/2014,2014,8,27,Wed,1
8/28/2014,2014,8,28,Thu,1
8/29/2014,2014,8,29,Fri,1
8/30/2014,2014,8,30,Sat,0
8/31/2014,2014,8,31,Sun,0
9/1/2014,2014,9,1,Mon,0
9/2/2014,2014,9,2,Tue,1
9/3/2014,2014,9,3,Wed,1
9/4/2014,2014,9,4,Thu,1
9/5/2014,2014,9,5,Fri,1
9/6/2014,2014,9,6,Sat,0
9/7/2014,2014,9,7,Sun,0
9/8/2014,2014,9,8,Mon,1
9/9/2014,2014,9,9,Tue,1
9/10/2014,2014,9,10,Wed,1
9/11/2014,2014,9,11,Thu,1
9/12/2014,2014,9,12,Fri,1
9/13/2014,2014,9,13,Sat,0
9/14/2014,2014,9,14,Sun,0
9/15/2014,2014,9,15,Mon,1
9/16/2014,2014,9,16,Tue,1
9/17/2014,2014,9,17,Wed,1
9/18/2014,2014,9,18,Thu,1
9/19/2014,2014,9,19,Fri,1
9/20/2014,2014,9,20,Sat,0
9/21/2014,2014,9,21,Sun,0
9/22/2014,2014,9,22,Mon,1
9/23/2014,2014,9,23,Tue,1
9/24/2014,2014,9,24,Wed,1
9/25/2014,2014,9,25,Thu,1
9/26/2014,2014,9,26,Fri,1
9/27/2014,2014,9,27,Sat,0
9/28/2014,2014,9,28,Sun,0
9/29/2014,2014,9,29,Mon,1
9/30/2014,2014,9,30,Tue,1
10/1/2014,2014,10,1,Wed,1
10/2/2014,2014,10,2,Thu,1
10/3/2014,2014,10,3,Fri,1
10/4/2014,2014,10,4,Sat,0
10/5/2014,2014,10,5,Sun,0
10/6/2014,2014,10,6,Mon,1
10/7/2014,2014,10,7,Tue,1
10/8/2014,2014,10,8,Wed,1
10/9/2014,2014,10,9,Thu,1
10/10/2014,2014,10,10,Fri,1
10/11/2014,2014,10,11,Sat,0
10/12/2014,2014,10,12,Sun,0
10/13/2014,2014,10,13,Mon,1
10/14/2014,2014,10,14,Tue,1
10/15/2014,2014,10,15,Wed,1
10/16/2014,2014,10,16,Thu,1
10/17/2014,2014,10,17,Fri,1
10/18/2014,2014,10,18,Sat,0
10/19/2014,2014,10,19,Sun,0
10/20/2014,2014,10,20,Mon,1
10/21/2014,2014,10,21,Tue,1
10/22/2014,2014,10,22,Wed,1
10/23/2014,2014,10,23,Thu,1
10/24/2014,2014,10,24,Fri,1
10/25/2014,2014,10,25,Sat,0
10/26/2014,2014,10,26,Sun,0
10/27/2014,2014,10,27,Mon,1
10/28/2014,2014,10,28,Tue,1
10/29/2014,2014,10,29,Wed,1
10/30/2014,2014,10,30,Thu,1
10/31/2014,2014,10,31,Fri,1
11/1/2014,2014,11,1,Sat,0
11/2/2014,2014,11,2,Sun,0
11/3/2014,2014,11,3,Mon,1
11/4/2014,2014,11,4,Tue,1
11/5/2014,2014,11,5,Wed,1
11/6/2014,2014,11,6,Thu,1
11/7/2014,2014,11,7,Fri,1
11/8/2014,2014,11,8,Sat,0
11/9/2014,2014,11,9,Sun,0
11/10/2014,2014,11,10,Mon,1
11/11/2014,2014,11,11,Tue,1
11/12/2014,2014,11,12,Wed,1
11/13/2014,2014,11,13,Thu,1
11/14/2014,2014,11,14,Fri,1
11/15/2014,2014,11,15,Sat,0
11/16/2014,2014,11,16,Sun,0
11/17/2014,2014,11,17,Mon,1
11/18/2014,2014,11,18,Tue,1
11/19/2014,2014,11,19,Wed,1
11/20/2014,2014,11,20,Thu,1
11/21/2014,2014,11,21,Fri,1
11/22/2014,2014,11,22,Sat,0
11/23/2014,2014,11,23,Sun,0
11/24/2014,2014,11,24,Mon,1
11/25/2014,2014,11,25,Tue,1
11/26/2014,2014,11,26,Wed,1
11/27/2014,2014,11,27,Thu,0
11/28/2014,2014,11,28,Fri,1
11/29/2014,2014,11,29,Sat,0
11/30/2014,2014,11,30,Sun,0
12/1/2014,2014,12,1,Mon,1
12/2/2014,2014,12,2,Tue,1
12/3/2014,2014,12,3,Wed,1
12/4/2014,2014,12,4,Thu,1
12/5/2014,2014,12,5,Fri,1
12/6/2014,2014,12,6,Sat,0
12/7/2014,2014,12,7,Sun,0
12/8/2014,2014,12,8,Mon,1
12/9/2014,2014,12,9,Tue,1
12/10/2014,2014,12,10,Wed,1
12/11/2014,2014,12,11,Thu,1
12/12/2014,2014,12,12,Fri,1
12/13/2014,2014,12,13,Sat,0
12/14/2014,2014,12,14,Sun,0
12/15/2014,2014,12,15,Mon,1
12/16/2014,2014,12,16,Tue,1
12/17/2014,2014,12,17,Wed,1
12/18/2014,2014,12,18,Thu,1
12/19/2014,2014,12,19,Fri,1
12/20/2014,2014,12,20,Sat,0
12/21/2014,2014,12,21,Sun,0
12/22/2014,2014,12,22,Mon,1
12/23/2014,2014,12,23,Tue,1
12/24/2014,2014,12,24,Wed,1
12/25/2014,2014,12,25,Thu,0
12/26/2014,2014,12,26,Fri,1
12/27/2014,2014,12,27,Sat,0
12/28/2014,2014,12,28,Sun,0
12/29/2014,2014,12,29,Mon,1
12/30/2014,2014,12,30,Tue,1
12/31/2014,2014,12,31,Wed,1
1/1/2015,2015,1,1,Thu,0
1/2/2015,2015,1,2,Fri,1
1/3/2015,2015,1,3,Sat,0
1/4/2015,2015,1,4,Sun,0
1/5/2015,2015,1,5,Mon,1
1/6/2015,2015,1,6,Tue,1
1/7/2015,2015,1,7,Wed,1
1/8/2015,2015,1,8,Thu,1
1/9/2015,2015,1,9,Fri,1
1/10/2015,2015,1,10,Sat,0
1/11/2015,2015,1,11,Sun,0
1/12/2015,2015,1,12,Mon,1
1/13/2015,2015,1,13,Tue,1
1/14/2015,2015,1,14,Wed,1
1/15/2015,2015,1,15,Thu,1
1/16/2015,2015,1,16,Fri,1
1/17/2015,2015,1,17,Sat,0
1/18/2015,2015,1,18,Sun,0
1/19/2015,2015,1,19,Mon,0
1/20/2015,2015,1,20,Tue,1
1/21/2015,2015,1,21,Wed,1
1/22/2015,2015,1,22,Thu,1
1/23/2015,2015,1,23,Fri,1
1/24/2015,2015,1,24,Sat,0
1/25/2015,2015,1,25,Sun,0
1/26/2015,2015,1,26,Mon,1
1/27/2015,2015,1,27,Tue,1
1/28/2015,2015,1,28,Wed,1
1/29/2015,2015,1,29,Thu,1
1/30/2015,2015,1,30,Fri,1
1/31/2015,2015,1,31,Sat,0
2/1/2015,2015,2,1,Sun,0
2/2/2015,2015,2,2,Mon,1
2/3/2015,2015,2,3,Tue,1
2/4/2015,2015,2,4,Wed,1
2/5/2015,2015,2,5,Thu,1
2/6/2015,2015,2,6,Fri,1
2/7/2015,2015,2,7,Sat,0
2/8/2015,2015,2,8,Sun,0
2/9/2015,2015,2,9,Mon,1
2/10/2015,2015,2,10,Tue,1
2/11/2015,2015,2,11,Wed,1
